origin,destination,sharedOutputCount,sharedOutput
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/ContentAuditing,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/TaskAnalysis,https://uxmethods.org/method/ContentAuditing,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/UserInterviewing,https://uxmethods.org/method/ContentAuditing,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/JourneyMapping,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/TaskAnalysis,https://uxmethods.org/method/JourneyMapping,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/UserInterviewing,https://uxmethods.org/method/JourneyMapping,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/NavigationDesign,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/TaskAnalysis,https://uxmethods.org/method/NavigationDesign,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/UserInterviewing,https://uxmethods.org/method/NavigationDesign,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/Prototyping,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/TaskAnalysis,https://uxmethods.org/method/Prototyping,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/UserInterviewing,https://uxmethods.org/method/Prototyping,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/Scenarios,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/TaskAnalysis,https://uxmethods.org/method/Scenarios,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/UserInterviewing,https://uxmethods.org/method/Scenarios,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/Storyboarding,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/TaskAnalysis,https://uxmethods.org/method/Storyboarding,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/UserInterviewing,https://uxmethods.org/method/Storyboarding,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/UsabilityTesting,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/TaskAnalysis,https://uxmethods.org/method/UsabilityTesting,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/UserInterviewing,https://uxmethods.org/method/UsabilityTesting,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/UseCases,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/TaskAnalysis,https://uxmethods.org/method/UseCases,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/UserInterviewing,https://uxmethods.org/method/UseCases,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/Wireframing,1,https://uxmethods.org/taxonomy/UserGoals
https://uxmethods.org/method/A-BTesting,https://uxmethods.org/method/CategoryDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/CategoryDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/JourneyMapping,https://uxmethods.org/method/CategoryDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/PersonaCreation,https://uxmethods.org/method/CategoryDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/Prototyping,https://uxmethods.org/method/CategoryDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/Storyboarding,https://uxmethods.org/method/CategoryDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/UsabilityTesting,https://uxmethods.org/method/CategoryDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/A-BTesting,https://uxmethods.org/method/StyleTileCreation,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/CardSorting,https://uxmethods.org/method/StyleTileCreation,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/StyleTileCreation,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/JourneyMapping,https://uxmethods.org/method/StyleTileCreation,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/PersonaCreation,https://uxmethods.org/method/StyleTileCreation,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/Prototyping,https://uxmethods.org/method/StyleTileCreation,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/Storyboarding,https://uxmethods.org/method/StyleTileCreation,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/UsabilityTesting,https://uxmethods.org/method/StyleTileCreation,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/UserInterviewing,https://uxmethods.org/method/StyleTileCreation,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/A-BTesting,https://uxmethods.org/method/TaxonomyDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/ContextualInterviewing,https://uxmethods.org/method/TaxonomyDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/JourneyMapping,https://uxmethods.org/method/TaxonomyDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/PersonaCreation,https://uxmethods.org/method/TaxonomyDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/Prototyping,https://uxmethods.org/method/TaxonomyDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/Storyboarding,https://uxmethods.org/method/TaxonomyDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/UsabilityTesting,https://uxmethods.org/method/TaxonomyDesign,1,https://uxmethods.org/taxonomy/UserPreference
https://uxmethods.org/method/StakeholderInterviewing,https://uxmethods.org/method/CardSorting,1,https://uxmethods.org/taxonomy/UserProfile
https://uxmethods.org/method/StakeholderInterviewing,https://uxmethods.org/method/ContextualInterviewing,1,https://uxmethods.org/taxonomy/UserProfile
https://uxmethods.org/method/StakeholderInterviewing,https://uxmethods.org/method/PersonaCreation,1,https://uxmethods.org/taxonomy/UserProfile
https://uxmethods.org/method/StakeholderInterviewing,https://uxmethods.org/method/Scenarios,1,https://uxmethods.org/taxonomy/UserProfile
https://uxmethods.org/method/StakeholderInterviewing,https://uxmethods.org/method/TaskAnalysis,1,https://uxmethods.org/taxonomy/UserProfile
https://uxmethods.org/method/StakeholderInterviewing,https://uxmethods.org/method/UseCases,1,https://uxmethods.org/taxonomy/UserProfile
